profile,origin,days,seed,completed_days,skipped_days,return_count,recovery_days,burnout,action_concentration,ending_band,xp,material
adversarial,return,30,10,23,7,6,5,67.39,0.179,returning,1243.2,112.0
perfect,lost,90,10,86,4,4,11,4.87,0.174,returning,1720.0,172.0
cautious,lost,90,10,57,33,21,7,0,0.228,returning,533.52,57.0
balanced,lost,90,10,75,15,14,10,1.04,0.18,returning,1470.0,150.0
chaotic,lost,90,10,40,50,21,6,5.8,0.192,returning,1243.2,120.0
high_skip,lost,90,10,23,67,17,3,0,0.261,returning,217.12,23.0
returning,lost,90,10,50,40,22,4,0.87,0.18,returning,964.0,100.0
overload,lost,90,10,72,18,16,15,72.55,0.178,returning,2823.1,259.0
optimizer,lost,90,10,84,6,5,12,9.4,0.194,sustainable,2560.32,252.0
low_energy,lost,90,10,44,46,22,15,0,0.205,returning,403.04,44.0
adversarial,lost,90,10,63,27,20,20,75.02,0.171,returning,3241.2,292.0
perfect,burnout,90,10,90,0,0,12,4.87,0.167,open,1800.0,180.0
cautious,burnout,90,10,47,43,22,6,0,0.213,returning,439.92,47.0
balanced,burnout,90,10,74,16,13,11,0.52,0.176,returning,1450.4,148.0
chaotic,burnout,90,10,46,44,20,3,6.0,0.181,returning,1429.68,138.0
high_skip,burnout,90,10,21,69,16,5,0,0.286,returning,198.24,21.0
returning,burnout,90,10,55,35,24,8,0.58,0.191,returning,1060.4,110.0
overload,burnout,90,10,82,8,8,21,73.66,0.173,returning,3215.5,295.0
optimizer,burnout,90,10,84,6,5,11,9.4,0.19,sustainable,2560.32,252.0
low_energy,burnout,90,10,45,45,20,19,0,0.2,returning,412.2,45.0
adversarial,burnout,90,10,62,28,19,20,75.01,0.181,returning,3196.8,288.0
perfect,potential,90,10,87,3,2,11,1.86,0.172,sustainable,1740.0,174.0
cautious,potential,90,10,53,37,23,8,0,0.226,returning,496.08,53.0
balanced,potential,90,10,68,22,18,9,0,0.184,returning,1332.8,136.0
chaotic,potential,90,10,51,39,22,9,0,0.183,sustainable,1585.08,153.0
high_skip,potential,90,10,21,69,16,4,0,0.286,returning,198.24,21.0
returning,potential,90,10,52,38,23,5,0.58,0.212,returning,1002.56,104.0
overload,potential,90,10,77,13,12,18,69.6,0.173,sustainable,3019.3,277.0
optimizer,potential,90,10,88,2,2,12,9.4,0.193,sustainable,2682.24,264.0
low_energy,potential,90,10,47,43,22,19,0,0.191,returning,430.52,47.0
adversarial,potential,90,10,66,24,17,22,75.27,0.174,returning,3385.5,305.0
perfect,return,90,10,90,0,0,12,4.87,0.167,sustainable,1800.0,180.0
cautious,return,90,10,56,34,24,9,0,0.232,returning,524.16,56.0
balanced,return,90,10,74,16,11,10,0.52,0.182,returning,1450.4,148.0
chaotic,return,90,10,35,55,23,6,0,0.181,returning,1087.8,105.0
high_skip,return,90,10,22,68,17,3,0,0.273,returning,207.68,22.0
returning,return,90,10,55,35,20,9,0.58,0.182,returning,1060.4,110.0
overload,return,90,10,80,10,10,19,77.91,0.176,returning,3150.1,289.0
optimizer,return,90,10,84,6,6,11,9.4,0.194,sustainable,2560.32,252.0
low_energy,return,90,10,39,51,17,13,0,0.205,returning,357.24,39.0
adversarial,return,90,10,64,26,18,22,63.84,0.181,sustainable,3307.8,298.0
perfect,lost,180,10,178,2,2,25,4.06,0.169,integrated,3560.0,356.0
cautious,lost,180,10,100,80,49,16,0,0.22,returning,936.0,100.0
balanced,lost,180,10,134,46,38,19,0,0.172,sustainable,2626.4,268.0
chaotic,lost,180,10,77,103,43,12,2.0,0.199,sustainable,2393.16,231.0
high_skip,lost,180,10,43,137,35,9,0,0.209,returning,405.92,43.0
returning,lost,180,10,91,89,44,13,0.29,0.176,returning,1754.48,182.0
overload,lost,180,10,163,17,17,46,69.3,0.175,sustainable,6278.4,576.0
optimizer,lost,180,10,169,11,8,24,1.57,0.195,integrated,5151.12,507.0
low_energy,lost,180,10,83,97,42,30,0,0.205,returning,760.28,83.0
adversarial,lost,180,10,122,58,40,43,73.7,0.171,returning,6182.7,557.0
perfect,burnout,180,10,178,2,2,25,4.06,0.169,sustainable,3560.0,356.0
cautious,burnout,180,10,112,68,37,15,0,0.179,returning,1048.32,112.0
balanced,burnout,180,10,144,36,28,23,0,0.174,sustainable,2822.4,288.0
chaotic,burnout,180,10,86,94,43,10,4.0,0.178,sustainable,2672.88,258.0
high_skip,burnout,180,10,36,144,26,7,0,0.194,returning,339.84,36.0
returning,burnout,180,10,101,79,46,13,0.29,0.188,returning,1947.28,202.0
overload,burnout,180,10,158,22,20,43,75.01,0.177,returning,6038.6,554.0
optimizer,burnout,180,10,169,11,11,23,7.83,0.195,integrated,5151.12,507.0
low_energy,burnout,180,10,85,95,45,29,0,0.212,returning,778.6,85.0
adversarial,burnout,180,10,122,58,40,43,73.73,0.178,returning,6127.2,552.0
perfect,potential,180,10,178,2,2,25,4.06,0.169,integrated,3560.0,356.0
cautious,potential,180,10,113,67,41,17,0,0.212,returning,1057.68,113.0
balanced,potential,180,10,137,43,32,19,0.52,0.179,sustainable,2685.2,274.0
chaotic,potential,180,10,98,82,42,11,2.0,0.18,integrated,3045.84,294.0
high_skip,potential,180,10,38,142,28,5,0,0.237,returning,358.72,38.0
returning,potential,180,10,103,77,45,14,0,0.18,sustainable,1985.84,206.0
overload,potential,180,10,162,18,17,45,77.04,0.177,returning,6267.5,575.0
optimizer,potential,180,10,169,11,11,25,7.83,0.199,integrated,5151.12,507.0
low_energy,potential,180,10,80,100,47,28,0,0.188,returning,732.8,80.0
adversarial,potential,180,10,117,63,39,39,73.45,0.174,returning,5871.9,529.0
perfect,return,180,10,180,0,0,25,4.06,0.167,integrated,3600.0,360.0
cautious,return,180,10,120,60,42,17,0,0.208,returning,1123.2,120.0
balanced,return,180,10,139,41,38,17,2.61,0.176,sustainable,2724.4,278.0
chaotic,return,180,10,93,87,44,11,3.21,0.176,integrated,2890.44,279.0
high_skip,return,180,10,46,134,38,8,0,0.239,returning,434.24,46.0
returning,return,180,10,109,71,45,17,0.29,0.179,sustainable,2101.52,218.0
overload,return,180,10,149,31,23,39,68.92,0.173,sustainable,5798.8,532.0
optimizer,return,180,10,171,9,9,24,7.83,0.197,integrated,5212.08,513.0
low_energy,return,180,10,88,92,39,35,0,0.205,returning,806.08,88.0
adversarial,return,180,10,123,57,40,43,71.34,0.181,returning,6149.4,554.0
perfect,lost,30,11,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,lost,30,11,18,12,7,3,0,0.222,returning,168.48,18.0
balanced,lost,30,11,26,4,1,4,1.04,0.192,open,509.6,52.0
chaotic,lost,30,11,18,12,8,4,0,0.204,returning,559.44,54.0
high_skip,lost,30,11,7,23,5,0,0,0.286,returning,66.08,7.0
returning,lost,30,11,18,12,8,4,0.29,0.194,returning,347.04,36.0
overload,lost,30,11,29,1,1,4,76.41,0.177,overloaded,1231.7,113.0
optimizer,lost,30,11,27,3,3,4,3.13,0.198,open,822.96,81.0
low_energy,lost,30,11,17,13,7,5,0,0.176,returning,155.72,17.0
adversarial,lost,30,11,26,4,4,6,75.03,0.18,returning,1354.2,122.0
perfect,burnout,30,11,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,burnout,30,11,20,10,8,2,0,0.25,returning,187.2,20.0
balanced,burnout,30,11,24,6,4,4,1.04,0.188,returning,470.4,48.0
chaotic,burnout,30,11,14,16,7,1,0,0.167,returning,435.12,42.0
high_skip,burnout,30,11,9,21,6,1,0,0.222,returning,84.96,9.0
returning,burnout,30,11,15,15,8,1,0.29,0.2,returning,289.2,30.0
overload,burnout,30,11,30,0,0,5,75.67,0.175,overloaded,1242.6,114.0
optimizer,burnout,30,11,27,3,3,4,1.68,0.185,open,822.96,81.0
low_energy,burnout,30,11,18,12,5,7,0,0.278,returning,164.88,18.0
adversarial,burnout,30,11,22,8,8,4,75.97,0.179,returning,1176.6,106.0
perfect,potential,30,11,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,potential,30,11,17,13,8,3,0,0.235,returning,159.12,17.0
balanced,potential,30,11,22,8,6,4,0,0.205,returning,431.2,44.0
chaotic,potential,30,11,14,16,8,2,2.0,0.19,returning,435.12,42.0
high_skip,potential,30,11,4,26,3,1,0,0.5,open,37.76,4.0
returning,potential,30,11,14,16,4,2,0,0.286,returning,269.92,28.0
overload,potential,30,11,29,1,1,4,76.41,0.168,overloaded,1231.7,113.0
optimizer,potential,30,11,29,1,1,4,3.13,0.195,open,883.92,87.0
low_energy,potential,30,11,11,19,4,1,0,0.273,returning,100.76,11.0
adversarial,potential,30,11,22,8,7,4,68.97,0.17,returning,1176.6,106.0
perfect,return,30,11,29,1,1,4,1.62,0.172,open,580.0,58.0
cautious,return,30,11,19,11,7,3,0,0.263,returning,177.84,19.0
balanced,return,30,11,22,8,7,2,1.04,0.227,returning,431.2,44.0
chaotic,return,30,11,13,17,8,1,0,0.205,returning,404.04,39.0
high_skip,return,30,11,2,28,2,0,0,0.5,open,18.88,2.0
returning,return,30,11,20,10,8,3,0.29,0.2,returning,385.6,40.0
overload,return,30,11,30,0,0,5,70.79,0.172,open,1264.4,116.0
optimizer,return,30,11,30,0,0,4,5.98,0.189,open,914.4,90.0
low_energy,return,30,11,17,13,8,7,0,0.294,returning,155.72,17.0
adversarial,return,30,11,20,10,7,3,68.35,0.18,returning,1110.0,100.0
perfect,lost,90,11,89,1,1,11,4.87,0.169,open,1780.0,178.0
cautious,lost,90,11,59,31,23,7,0,0.203,returning,552.24,59.0
balanced,lost,90,11,67,23,16,11,0.41,0.179,returning,1313.2,134.0
chaotic,lost,90,11,53,37,18,8,5.21,0.195,sustainable,1647.24,159.0
high_skip,lost,90,11,31,59,21,2,0,0.29,returning,292.64,31.0
returning,lost,90,11,51,39,22,6,1.74,0.176,returning,983.28,102.0
overload,lost,90,11,78,12,10,18,77.1,0.174,returning,3073.8,282.0
optimizer,lost,90,11,81,9,9,10,12.79,0.193,sustainable,2468.88,243.0
low_energy,lost,90,11,34,56,19,12,0,0.206,returning,311.44,34.0
adversarial,lost,90,11,59,31,23,17,75.15,0.18,returning,3019.2,272.0
perfect,burnout,90,11,90,0,0,12,4.87,0.167,open,1800.0,180.0
cautious,burnout,90,11,59,31,25,7,0,0.203,returning,552.24,59.0
balanced,burnout,90,11,72,18,14,11,1.04,0.181,returning,1411.2,144.0
chaotic,burnout,90,11,41,49,18,4,4.0,0.171,returning,1274.28,123.0
high_skip,burnout,90,11,19,71,15,3,0,0.316,returning,179.36,19.0
returning,burnout,90,11,54,36,20,5,0,0.194,returning,1041.12,108.0
overload,burnout,90,11,73,17,14,17,72.45,0.177,returning,2953.9,271.0
optimizer,burnout,90,11,86,4,4,12,9.4,0.194,sustainable,2621.28,258.0
low_energy,burnout,90,11,38,52,20,12,0,0.211,returning,348.08,38.0
adversarial,burnout,90,11,61,29,23,19,69.37,0.178,sustainable,3063.6,276.0
perfect,potential,90,11,89,1,1,12,2.44,0.169,sustainable,1780.0,178.0
cautious,potential,90,11,54,36,22,7,0,0.185,returning,505.44,54.0
balanced,potential,90,11,73,17,10,12,3.13,0.178,returning,1430.8,146.0
chaotic,potential,90,11,41,49,27,5,0,0.179,sustainable,1274.28,123.0
high_skip,potential,90,11,29,61,16,6,0,0.241,returning,273.76,29.0
returning,potential,90,11,60,30,23,6,1.16,0.2,returning,1156.8,120.0
overload,potential,90,11,83,7,7,21,74.15,0.173,returning,3270.0,300.0
optimizer,potential,90,11,82,8,7,11,12.79,0.195,sustainable,2499.36,246.0
low_energy,potential,90,11,40,50,23,13,0,0.225,returning,366.4,40.0
adversarial,potential,90,11,61,29,19,19,70.99,0.184,returning,3130.2,282.0
perfect,return,90,11,89,1,1,12,4.87,0.169,sustainable,1780.0,178.0
cautious,return,90,11,62,28,21,9,0,0.194,returning,580.32,62.0
balanced,return,90,11,66,24,16,8,0.52,0.182,returning,1293.6,132.0
chaotic,return,90,11,45,45,26,4,0,0.185,returning,1398.6,135.0
high_skip,return,90,11,16,74,15,2,0,0.312,returning,151.04,16.0
returning,return,90,11,61,29,21,7,0.87,0.18,returning,1176.08,122.0
overload,return,90,11,81,9,7,20,69.11,0.18,sustainable,3150.1,289.0
optimizer,return,90,11,87,3,3,11,11.64,0.192,sustainable,2651.76,261.0
low_energy,return,90,11,39,51,22,13,0,0.256,returning,357.24,39.0
adversarial,return,90,11,62,28,21,20,68.01,0.174,sustainable,3196.8,288.0
perfect,lost,180,11,178,2,2,24,4.06,0.169,integrated,3560.0,356.0
cautious,lost,180,11,118,62,41,17,0,0.186,returning,1104.48,118.0
balanced,lost,180,11,148,32,26,23,2.09,0.176,sustainable,2900.8,296.0
chaotic,lost,180,11,94,86,46,13,6.0,0.177,sustainable,2921.52,282.0
high_skip,lost,180,11,44,136,29,8,0,0.227,returning,415.36,44.0
returning,lost,180,11,112,68,44,15,0.58,0.205,sustainable,2159.36,224.0
overload,lost,180,11,150,30,26,39,69.0,0.174,sustainable,5777.0,530.0
optimizer,lost,180,11,172,8,8,23,11.22,0.196,integrated,5242.56,516.0
low_energy,lost,180,11,86,94,45,27,0,0.198,returning,787.76,86.0
adversarial,lost,180,11,133,47,36,50,75.31,0.172,returning,6693.3,603.0
perfect,burnout,180,11,177,3,3,24,4.06,0.169,sustainable,3540.0,354.0
cautious,burnout,180,11,107,73,37,16,0,0.187,returning,1001.52,107.0
balanced,burnout,180,11,146,34,28,23,0,0.175,sustainable,2861.6,292.0
chaotic,burnout,180,11,90,90,44,15,7.41,0.196,sustainable,2797.2,270.0
high_skip,burnout,180,11,49,131,34,7,0,0.245,returning,462.56,49.0
returning,burnout,180,11,107,73,45,16,0.87,0.182,returning,2062.96,214.0
overload,burnout,180,11,165,15,15,47,69.7,0.174,sustainable,6278.4,576.0
optimizer,burnout,180,11,167,13,13,23,14.95,0.198,integrated,5090.16,501.0
low_energy,burnout,180,11,87,93,46,31,0,0.23,returning,796.92,87.0
adversarial,burnout,180,11,127,53,37,47,68.41,0.176,sustainable,6382.5,575.0
perfect,potential,180,11,179,1,1,25,4.06,0.168,integrated,3580.0,358.0
cautious,potential,180,11,114,66,42,17,0,0.193,returning,1067.04,114.0
balanced,potential,180,11,146,34,25,22,2.61,0.178,sustainable,2861.6,292.0
chaotic,potential,180,11,84,96,40,13,0,0.198,sustainable,2610.72,252.0
high_skip,potential,180,11,42,138,32,7,0,0.19,returning,396.48,42.0
returning,potential,180,11,111,69,44,17,0,0.203,sustainable,2140.08,222.0
overload,potential,180,11,162,18,17,45,69.63,0.173,sustainable,6191.2,568.0
optimizer,potential,180,11,165,15,13,23,7.83,0.198,integrated,5029.2,495.0
low_energy,potential,180,11,91,89,46,40,0,0.198,returning,833.56,91.0
adversarial,potential,180,11,126,54,38,46,74.6,0.178,returning,6349.2,572.0
perfect,return,180,11,179,1,1,25,4.06,0.168,integrated,3580.0,358.0
cautious,return,180,11,111,69,44,12,0,0.216,returning,1038.96,111.0
balanced,return,180,11,152,28,23,21,0.52,0.178,sustainable,2979.2,304.0
chaotic,return,180,11,96,84,47,10,5.21,0.188,integrated,2983.68,288.0
high_skip,return,180,11,39,141,32,3,0,0.231,returning,368.16,39.0
returning,return,180,11,108,72,42,17,0.87,0.199,sustainable,2082.24,216.0
overload,return,180,11,160,20,17,43,73.47,0.177,returning,6049.5,555.0
optimizer,return,180,11,171,9,9,24,7.83,0.197,integrated,5212.08,513.0
low_energy,return,180,11,97,83,45,39,0,0.206,returning,888.52,97.0
adversarial,return,180,11,124,56,35,45,69.59,0.178,sustainable,6315.9,569.0
perfect,lost,30,12,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,lost,30,12,16,14,9,0,0,0.312,returning,149.76,16.0
balanced,lost,30,12,23,7,4,2,1.04,0.196,returning,450.8,46.0
chaotic,lost,30,12,16,14,6,1,1.2,0.188,returning,497.28,48.0
high_skip,lost,30,12,8,22,6,1,0,0.375,returning,75.52,8.0
returning,lost,30,12,16,14,7,2,0,0.25,returning,308.48,32.0
overload,lost,30,12,28,2,2,4,72.09,0.18,overloaded,1209.9,111.0
optimizer,lost,30,12,28,2,1,4,0,0.19,open,853.44,84.0
low_energy,lost,30,12,13,17,7,3,0,0.308,returning,119.08,13.0
adversarial,lost,30,12,14,16,6,3,19.09,0.186,returning,777.0,70.0
perfect,burnout,30,12,29,1,1,4,1.62,0.172,open,580.0,58.0
cautious,burnout,30,12,16,14,8,2,0,0.188,returning,149.76,16.0
balanced,burnout,30,12,26,4,4,3,1.04,0.173,returning,509.6,52.0
chaotic,burnout,30,12,14,16,8,1,4.0,0.214,returning,435.12,42.0
high_skip,burnout,30,12,7,23,5,0,0,0.429,returning,66.08,7.0
returning,burnout,30,12,25,5,3,4,0.58,0.2,open,482.0,50.0
overload,burnout,30,12,23,7,6,4,47.98,0.174,returning,1002.8,92.0
optimizer,burnout,30,12,27,3,3,4,3.13,0.198,open,822.96,81.0
low_energy,burnout,30,12,15,15,8,6,0,0.333,returning,137.4,15.0
adversarial,burnout,30,12,24,6,4,6,69.2,0.183,returning,1276.5,115.0
perfect,potential,30,12,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,potential,30,12,21,9,8,3,0,0.238,returning,196.56,21.0
balanced,potential,30,12,18,12,6,3,0,0.222,returning,352.8,36.0
chaotic,potential,30,12,14,16,6,2,0,0.214,returning,435.12,42.0
high_skip,potential,30,12,9,21,5,1,0,0.333,returning,84.96,9.0
returning,potential,30,12,17,13,7,2,0.58,0.206,returning,327.76,34.0
overload,potential,30,12,26,4,3,3,69.17,0.176,open,1111.8,102.0
optimizer,potential,30,12,27,3,3,4,3.13,0.198,open,822.96,81.0
low_energy,potential,30,12,18,12,8,6,0,0.222,returning,164.88,18.0
adversarial,potential,30,12,21,9,7,4,65.57,0.171,returning,1165.5,105.0
perfect,return,30,12,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,return,30,12,25,5,3,4,0,0.2,open,234.0,25.0
balanced,return,30,12,24,6,6,2,1.04,0.208,returning,470.4,48.0
chaotic,return,30,12,10,20,6,2,0,0.2,returning,310.8,30.0
high_skip,return,30,12,6,24,5,1,0,0.333,returning,56.64,6.0
returning,return,30,12,17,13,9,1,0.29,0.235,returning,327.76,34.0
overload,return,30,12,27,3,3,4,66.72,0.176,open,1177.2,108.0
optimizer,return,30,12,28,2,2,4,3.13,0.19,open,853.44,84.0
low_energy,return,30,12,15,15,10,7,0,0.267,returning,137.4,15.0
adversarial,return,30,12,27,3,2,7,71.04,0.183,open,1398.6,126.0
perfect,lost,90,12,88,2,2,12,4.87,0.17,open,1760.0,176.0
cautious,lost,90,12,55,35,19,8,0,0.2,returning,514.8,55.0
balanced,lost,90,12,73,17,14,6,3.13,0.192,returning,1430.8,146.0
chaotic,lost,90,12,44,46,21,7,0,0.197,returning,1367.52,132.0
high_skip,lost,90,12,21,69,13,4,0,0.238,returning,198.24,21.0
returning,lost,90,12,45,45,24,7,0,0.222,returning,867.6,90.0
overload,lost,90,12,80,10,9,20,69.02,0.175,sustainable,3171.9,291.0
optimizer,lost,90,12,87,3,3,12,9.4,0.195,sustainable,2651.76,261.0
low_energy,lost,90,12,36,54,24,14,0,0.194,returning,329.76,36.0
adversarial,lost,90,12,66,24,16,22,72.86,0.175,returning,3363.3,303.0
perfect,burnout,90,12,90,0,0,12,4.87,0.167,open,1800.0,180.0
cautious,burnout,90,12,55,35,26,8,0,0.218,returning,514.8,55.0
balanced,burnout,90,12,74,16,14,10,2.09,0.182,returning,1450.4,148.0
chaotic,burnout,90,12,40,50,26,8,0,0.192,returning,1243.2,120.0
high_skip,burnout,90,12,18,72,15,1,0,0.278,returning,169.92,18.0
returning,burnout,90,12,51,39,20,7,0.87,0.196,returning,983.28,102.0
overload,burnout,90,12,74,16,12,17,71.48,0.172,returning,2921.2,268.0
optimizer,burnout,90,12,83,7,6,11,9.02,0.193,sustainable,2529.84,249.0
low_energy,burnout,90,12,47,43,21,11,0,0.213,returning,430.52,47.0
adversarial,burnout,90,12,69,21,17,24,71.68,0.175,returning,3429.9,309.0
perfect,potential,90,12,90,0,0,12,4.87,0.167,sustainable,1800.0,180.0
cautious,potential,90,12,58,32,19,7,0,0.19,returning,542.88,58.0
balanced,potential,90,12,67,23,15,9,3.13,0.179,returning,1313.2,134.0
chaotic,potential,90,12,49,41,22,5,12.81,0.19,sustainable,1522.92,147.0
high_skip,potential,90,12,29,61,20,6,0,0.207,returning,273.76,29.0
returning,potential,90,12,49,41,26,3,0,0.204,returning,944.72,98.0
overload,potential,90,12,81,9,9,20,69.11,0.173,sustainable,3150.1,289.0
optimizer,potential,90,12,83,7,7,12,9.4,0.197,sustainable,2529.84,249.0
low_energy,potential,90,12,41,49,22,14,0,0.195,returning,375.56,41.0
adversarial,potential,90,12,60,30,25,18,68.76,0.182,sustainable,3041.4,274.0
perfect,return,90,12,89,1,1,12,4.87,0.169,sustainable,1780.0,178.0
cautious,return,90,12,48,42,21,6,0,0.188,returning,449.28,48.0
balanced,return,90,12,71,19,13,8,3.13,0.183,returning,1391.6,142.0
chaotic,return,90,12,40,50,21,4,7.8,0.192,returning,1243.2,120.0
high_skip,return,90,12,20,70,15,1,0,0.25,returning,188.8,20.0
returning,return,90,12,53,37,20,9,0,0.208,returning,1021.84,106.0
overload,return,90,12,80,10,7,20,72.62,0.179,returning,3171.9,291.0
optimizer,return,90,12,84,6,6,11,12.75,0.194,sustainable,2560.32,252.0
low_energy,return,90,12,42,48,21,12,0,0.214,returning,384.72,42.0
adversarial,return,90,12,63,27,17,20,70.21,0.174,returning,3196.8,288.0
perfect,lost,180,12,176,4,4,24,4.06,0.17,integrated,3520.0,352.0
cautious,lost,180,12,113,67,39,19,0,0.177,returning,1057.68,113.0
balanced,lost,180,12,134,46,36,20,2.61,0.175,sustainable,2626.4,268.0
chaotic,lost,180,12,88,92,48,18,10.0,0.189,sustainable,2735.04,264.0
high_skip,lost,180,12,57,123,39,8,0,0.211,returning,538.08,57.0
returning,lost,180,12,100,80,42,12,0,0.19,returning,1928.0,200.0
overload,lost,180,12,157,23,19,43,70.04,0.172,returning,6082.2,558.0
optimizer,lost,180,12,169,11,8,21,13.45,0.195,integrated,5151.12,507.0
low_energy,lost,180,12,94,86,41,36,0,0.191,returning,861.04,94.0
adversarial,lost,180,12,127,53,34,47,74.65,0.174,returning,6504.6,586.0
perfect,burnout,180,12,175,5,5,23,4.06,0.171,sustainable,3500.0,350.0
cautious,burnout,180,12,106,74,42,14,0,0.189,returning,992.16,106.0
balanced,burnout,180,12,145,35,28,19,0,0.172,sustainable,2842.0,290.0
chaotic,burnout,180,12,109,71,43,15,5.8,0.183,integrated,3387.72,327.0
high_skip,burnout,180,12,46,134,29,4,0,0.217,returning,434.24,46.0
returning,burnout,180,12,100,80,46,13,0,0.185,returning,1928.0,200.0
overload,burnout,180,12,156,24,21,42,76.32,0.175,returning,5984.1,549.0
optimizer,burnout,180,12,169,11,11,22,11.1,0.195,integrated,5151.12,507.0
low_energy,burnout,180,12,87,93,41,35,0,0.184,returning,796.92,87.0
adversarial,burnout,180,12,131,49,36,50,69.49,0.171,sustainable,6615.6,596.0
perfect,potential,180,12,176,4,4,24,3.25,0.17,integrated,3520.0,352.0
cautious,potential,180,12,113,67,41,14,0,0.204,returning,1057.68,113.0
balanced,potential,180,12,140,40,32,18,1.04,0.189,sustainable,2744.0,280.0
chaotic,potential,180,12,83,97,40,9,2.0,0.193,sustainable,2579.64,249.0
high_skip,potential,180,12,41,139,32,8,0,0.268,returning,387.04,41.0
returning,potential,180,12,91,89,41,11,0,0.198,sustainable,1754.48,182.0
overload,potential,180,12,148,32,25,38,69.25,0.177,sustainable,5711.6,524.0
optimizer,potential,180,12,169,11,10,24,7.83,0.195,integrated,5151.12,507.0
low_energy,potential,180,12,84,96,44,33,0,0.19,returning,769.44,84.0
adversarial,potential,180,12,132,48,32,50,70.7,0.176,returning,6671.1,601.0
perfect,return,180,12,178,2,2,25,4.06,0.169,integrated,3560.0,356.0
cautious,return,180,12,121,59,47,16,0,0.182,returning,1132.56,121.0
balanced,return,180,12,149,31,29,24,0,0.181,sustainable,2920.4,298.0
chaotic,return,180,12,95,85,42,9,3.8,0.179,integrated,2952.6,285.0
high_skip,return,180,12,38,142,32,8,0,0.289,returning,358.72,38.0
returning,return,180,12,108,72,45,15,0,0.181,sustainable,2082.24,216.0
